text asli,text_prepro,compound scores,Sentimen
wah install aplikasi dan baca komentar pelanggan otomatis uninstall aplikasinya sangat meyakinkan,wah install aplikasi dan baca komentar langgan otomatis uninstall aplikasi sangat yakin,4,Positif
min silahkan melakukan pencairan melalui ewallet memudahkan pengguna dalam melakukan transaksi aplikasi,min silah laku cair lalu ewallet mudah guna dalam laku transaksi aplikasi,13,Positif
catatan masalah peralihan pengelompokan tujuan investasi percepat proses perpindahan memungkinkan segera minimal menit buat fitur mengelompokkan tujuan investasi beserta total target notifikasi barometer dalamnya terima kasih,catat masalah alih kelompok tuju investasi cepat proses pindah mungkin segera minimal menit buat fitur kelompok tuju investasi serta total target notifikasi barometer dalam terima kasih,4,Positif
aplikasinya kurang nyaman jangan didownload aplikasinya jelek,aplikasi kurang nyaman jangan didownload aplikasi jelek,-14,Negatif
tujuan dengan bareksa fitur tabungan emas setelah mendaftar fitur emas tiba tiba hilang menumenunya tidak apakah memang hilang permanen akun saja tidak bareksa tidak belum mempunyai fitur chat langsung customer service aplikasi tetangga ada hanya email customer service telepon kantor faq semoga kedepannya ditambah fitur chat langsung customer service sangat memudahkan pemula masih bingung terima kasih,tuju dengan bareksa fitur tabung emas telah daftar fitur emas tiba tiba hilang menumenunya tidak apakah memang hilang permanen akun saja tidak bareksa tidak belum punya fitur chat langsung customer service aplikasi tetangga ada hanya email customer service telepon kantor faq moga depan tambah fitur chat langsung customer service sangat mudah mula masih bingung terima kasih,4,Positif
kalau update play store aplikasinya bisa dibuka errornya kerlip di update berjalan lancar artinya tidak langsung memaksa untuk segera mengupdate aplikasinya jempol trik bareksa,kalau update play store aplikasi bisa buka errornya kerlip di update jalan lancar arti tidak langsung paksa untuk segera mengupdate aplikasi jempol trik bareksa,-1,Negatif
x pembayaran lewat virtual account bca langsung terupdate aplikasi bareksa menunggu pembayaran padahal rekening terdebet pembayaran virtual account harap segera diperbaiki ingin cepat menambah biaya pembelian malah memakan waktu lama untuk biaya pembayaran lewat virtual account bca kalau begini layanannya gratis semoga kedepannya lebih baik,x bayar lewat virtual account bca langsung terupdate aplikasi bareksa tunggu bayar padahal rekening debet bayar virtual account harap segera baik ingin cepat tambah biaya beli malah makan waktu lama untuk biaya bayar lewat virtual account bca kalau begini layan gratis moga depan lebih baik,16,Positif
memungkinkan tambahkan metode pembayaran selain ovo transfer manual bagi pribadi hanya mencari uang receh biaya transfer antar bank cukup memberatkan overall pelayanannya cukup responsif,mungkin tambah metode bayar selain ovo transfer manual bagi pribadi hanya cari uang receh biaya transfer antar bank cukup berat overall layan cukup responsif,4,Positif
bintang dulu min soalnya saya proses tambah akun baru ganti akun lumayan lama beberapa bulan baru verifikasi kurang cepat juga ada customer service online bisa ngobrol langsung lewat wa berbeda kompetitor sebelah silakan pertimbangkan layanan pelanggan online,bintang dulu min soal saya proses tambah akun baru ganti akun lumayan lama beberapa bulan baru verifikasi kurang cepat juga ada customer service online bisa ngobrol langsung lewat wa beda kompetitor belah sila timbang layan langgan online,3,Positif
update v sidik jari dapat digunakan pin login benar terdeteksi salah samsung as one ui v android v,update v sidik jari dapat guna pin login benar deteksi salah samsung as one ui v android v,-3,Negatif
hari pukul terjadi perubahan nilai satuannyakenapa hari tidak,hari pukul jadi ubah nilai satuannyakenapa hari tidak,-4,Negatif
selamat siang bareksa juga pernah menggunakan aplikasi tersebut dua bulan tiba tiba aplikasi tersebut bisa diakses mungkin perlu update setelah di update tetap bisa diakses mohon penanganannya,selamat siang bareksa juga pernah guna aplikasi sebut dua bulan tiba tiba aplikasi sebut bisa akses mungkin perlu update telah di update tetap bisa akses mohon tangan,3,Positif
kalau masuk tahunnya benar dikatakan terdaftar dukcapil cek lalu edit dan koreksi tetap dikatakan terdaftar bingung enaknya ajaib bibitnya isi datanya mudah bisakah membantu memeriksanya tidak,kalau masuk tahun benar kata daftar dukcapil cek lalu edit dan koreksi tetap kata daftar bingung enak ajaib bibit isi data mudah bisa bantu periksa tidak,-7,Negatif
tingkatkan pembayaran melalui dompet digital ewallet dompet digital waktu disediakan sangat minim detik terkadang gagal membayar saya diberi waktu sebanyak bagaimana ingin bersaing orang di lingkungan sebaliknya ada waktu membayar,tingkat bayar lalu dompet digital ewallet dompet digital waktu sedia sangat minim detik terkadang gagal bayar saya beri waktu banyak bagaimana ingin saing orang di lingkung balik ada waktu bayar,10,Positif
investasi emas tidak padahal semua orang mau ganti bareksa tidak punya padahal orang termasuk tipe tidak mau banyak aplikasi jadi kalau misalnya aplikasi bagus mencakup banyak jenis worth it banget sayang saya tidak bisa berinvestasi bareksa lagi,investasi emas tidak padahal semua orang mau ganti bareksa tidak punya padahal orang masuk tipe tidak mau banyak aplikasi jadi kalau misal aplikasi bagus cakup banyak jenis worth it banget sayang saya tidak bisa investasi bareksa lagi,-21,Negatif
tahun lalu laporan memberi bukti mendukung tahun masuk menu email japri malah disuruh lihat website aksei aksei situs website tidak ada informasi keuntungan direalisasikan,tahun lalu lapor beri bukti dukung tahun masuk menu email japri malah suruh lihat website aksei aksei situs website tidak ada informasi untung realisasi,1,Positif
buka bareksa selalu muncul koneksi terputus gagal load portofolio coba pakai data wifi handphone tapi tetap bisa saya buka saya upgrade masih itu,buka bareksa selalu muncul koneksi putus gagal load portofolio coba pakai data wifi handphone tapi tetap bisa saya buka saya upgrade masih itu,-1,Negatif
seringkali pesan koneksi terputus padahal buka tokopedia lain tidak masalah jadi mau cek saldo cukup susah sering dikatakan koneksi terputus mungkin pelayanannya ditingkatkan terima kasih,seringkali pesan koneksi putus padahal buka tokopedia lain tidak masalah jadi mau cek saldo cukup susah sering kata koneksi putus mungkin layan tingkat terima kasih,10,Positif
biaya admin mahaluntuk top up rd pakai ovo sudah kerja sama kami jual rd dipotong kali pertama pilih rekening beda bank kedua uang sesuai nominal dikurangi lalu untuk voucher cashback rd lama banget masuknya baru masuk bulan tanggal pembelian kurang bersaing aplikasi,biaya admin mahaluntuk top up rd pakai ovo sudah kerja sama kami jual rd potong kali pertama pilih rekening beda bank dua uang sesuai nominal rang lalu untuk voucher cashback rd lama banget masuk baru masuk bulan tanggal beli kurang saing aplikasi,-7,Negatif
pertama kali mencobanya aplikasinya terus berkedip sulit dibuka padahal baru mulai berinvestasi sini update susah dibuka kedip terus tampaknya sejak fitur robot diperkenalkan itu menjadi sesulit,pertama kali coba aplikasi terus kedip sulit buka padahal baru mulai investasi sini update susah buka kedip terus tampak sejak fitur robot kenal itu jadi sulit,-3,Negatif
sistem aplikasi bareksa kurang bagus seed bayar reksa dana langsung nambah saldo padahal reksa dana aktif untuk respon admin aplikasi bareksa kurang memuaskan langsung chat otomatis aplikasi untuk komunikasi admin susah kadang penuh antri tidak bisa dibalas mohon diperbaiki sistem aplikasinya terima kasih,sistem aplikasi bareksa kurang bagus seed bayar reksa dana langsung nambah saldo padahal reksa dana aktif untuk respon admin aplikasi bareksa kurang muas langsung chat otomatis aplikasi untuk komunikasi admin susah kadang penuh antri tidak bisa balas mohon baik sistem aplikasi terima kasih,14,Positif
verifikasi akun rumit padahal screenshot informasi pembukaan rekening melalui tabungan digital dikirimkan y namanya tabungan digital ada bukti fisiknya ini buku tabungan fisik digunakan untuk pembukuan cari informasi mobile banking disana terdapat informasi nomor rekening saldo informasi lengkap tidak tersedia,verifikasi akun rumit padahal screenshot informasi buka rekening lalu tabung digital kirim y nama tabung digital ada bukti fisik ini buku tabung fisik guna untuk buku cari informasi mobile banking sana dapat informasi nomor rekening saldo informasi lengkap tidak sedia,18,Positif
awalnya sangat suka berinvestasi sini untuk pencairan dana rekening menunggu lama lebih hari padahal status transaksi selesai berbeda kompetitornya bibit sehari transaksi selesai dana masuk rekening,awal sangat suka investasi sini untuk cair dana rekening tunggu lama lebih hari padahal status transaksi selesai beda kompetitor bibit hari transaksi selesai dana masuk rekening,6,Positif
mengalami kesulitan melakukan pendaftaran akun sudah mendaftar sesuai persyaratan saat login akun bareksa tidak login email password salah padahal sudah memastikan emailnya kata sandi ditulis benar mohon penjelasannya,alami sulit laku daftar akun sudah daftar sesuai syarat saat login akun bareksa tidak login email password salah padahal sudah pasti email kata sandi tulis benar mohon jelas,2,Positif
bintang dulu kan versi mobile grafis produk reksa dananya belum ada pembayaran virtual account malah sekarang tidak link rekening reksadana bukalapak tokopedia,bintang dulu kan versi mobile grafis produk reksa dana belum ada bayar virtual account malah sekarang tidak link rekening reksadana bukalapak tokopedia,1,Positif
mohon mempercepat proses update harga satuan harian ibarat peramal membeli kucing karung diberi informasi harga satuan kemarin padahal hari anda membelinya mengikuti harga hari namun harganya diperbarui pembaruannya memakan waktu sangat lama proses pembelian unitnya lama,mohon cepat proses update harga satu hari ibarat amal beli kucing karung beri informasi harga satu kemarin padahal hari anda bel ikut harga hari namun harga baru baru makan waktu sangat lama proses beli unit lama,10,Positif
wajar hal dipersulit metode pembayaran masih terbatas sebaiknya menyediakan pembayaran melalui beberapa bank tidak dikenakan biaya admin jangan mengandalkan bank,wajar hal sulit metode bayar masih batas baik sedia bayar lalu beberapa bank tidak kena biaya admin jangan andal bank,-7,Negatif
kurang paham apa salahnya mendaftar bareksa sudah menunggu berbulanbulan akun aktif sekarang sering menerima email bareksa kira akun sudah diaktivasi ternyata belum mohon tindak lanjuti masalah karena ini membuat saya hampir kehilangan minat berinvestasi bareksa terima kasih,kurang paham apa salah daftar bareksa sudah tunggu berbulanbulan akun aktif sekarang sering terima email bareksa kira akun sudah diaktivasi nyata belum mohon tindak lanjut masalah karena ini buat saya hampir hilang minat investasi bareksa terima kasih,6,Positif
masukan kalau pembayaran pakai ovo lebih mudah jangan dipersulit transaksi pakai ovo selalu gagal tidak pakai pembayaran ovo memungkinkan sambungkan aplikasi ovo bareksa jadi langsung klik pembayaran menggunakan aplikasi bareksa terima kasih,masuk kalau bayar pakai ovo lebih mudah jangan sulit transaksi pakai ovo selalu gagal tidak pakai bayar ovo mungkin sambung aplikasi ovo bareksa jadi langsung klik bayar guna aplikasi bareksa terima kasih,-8,Negatif
bintang mohon disediakan berbagai metode pembayaran dapat bebas biaya transfer hemat ribu per bulan trf bank berbeda mengalami kerugian tunai sebesar awalnya terima kasih,bintang mohon sedia bagai metode bayar dapat bebas biaya transfer hemat ribu per bulan trf bank beda alami rugi tunai besar awal terima kasih,4,Positif
cukup kecewa aplikasi setiap pembelian selalu terlambat satu hari hari sejak beli april ada konfirmasi dm lewat instagram bareksa siang balasannya diproses berapa lama ingin memprosesnya,cukup kecewa aplikasi tiap beli selalu lambat satu hari hari sejak beli april ada konfirmasi dm lewat instagram bareksa siang balas proses berapa lama ingin proses,-1,Negatif
sayangnya hanya mempunyai rekening untuk mengganti rekening bank susah melalui email berbeda aplikasi sejenis lainnya bisa memiliki hingga rekening caranya mudah cukup lewat aplikasi,sayang hanya punya rekening untuk ganti rekening bank susah lalu email beda aplikasi jenis lain bisa milik hingga rekening cara mudah cukup lewat aplikasi,1,Positif
baru install cepat daftar akun sebelumnya sudah terdaftar bukalapak masih bisa membeli reksa dana masih proses verifikasi iklannya banyak sekali maaf cukup mengganggu buat,baru install cepat daftar akun belum sudah daftar bukalapak masih bisa beli reksa dana masih proses verifikasi iklan banyak sekali maaf cukup ganggu buat,10,Positif
sangat membantu mengenal saham transaksi mudah kurang saya transaksi melalui bank bca kalau tambah pilihan banknya terima kasih,sangat bantu kenal saham transaksi mudah kurang saya transaksi lalu bank bca kalau tambah pilih bank terima kasih,22,Positif
mohon maaf kasih bintang dulu mengalami kendala registrasi upload ektp saya tidak tekan tombol lanjutkan stuck terus disana mohon bantuannya segera memperbaiki bug tersebut terima kasih,mohon maaf kasih bintang dulu alami kendala registrasi upload ektp saya tidak tekan tombol lanjut stuck terus sana mohon bantu segera baik bug sebut terima kasih,7,Positif
pengurusan ganti nomor handphone ribet sekali sudah diminta konfirmasi lewat email tidak respon lambat sekali saat pergantian nomor aplikasi belum selesai,urus ganti nomor handphone ribet sekali sudah minta konfirmasi lewat email tidak respon lambat sekali saat ganti nomor aplikasi belum selesai,1,Positif
sekadar saran positif komandan profil risiko profil otomatis semua orang hanya orang pertama banyak metode pembayaran bisa berupa virtual banking ewallet,sekadar saran positif komandan profil risiko profil otomatis semua orang hanya orang pertama banyak metode bayar bisa upa virtual banking ewallet,-3,Negatif
